"Offence Id","Date Reported","Date Occured","Time Occured","Location","No: of Victims","Shift of the victim","Day Occured","Loc Type","Crime Type","Neighbourhood","NPU","X-Co-ordinate","Y-Co-ordinate"
173251116,"11/21/2017","11/20/2017","18:00:00","780 MOROSGO DR NE",1,"Morn","Tue",13,"LARCENY-FROM VEHICLE","Lindbergh/Morosgo","B",-84.36327,33.82309
173251124,"11/21/2017","11/20/2017","20:00:00","587 CEDAR AVENUE",2,"Unk","Tue",20,"BURGLARY-RESIDENCE","Center Hill","J",-84.46374,33.76959
173251171,"11/21/2017","11/17/2017","02:50:00","BENNETT ST NW",1,"Morn","Fri",NA,"RAPE",NA,"C",0,0
173251185,"11/21/2017","11/20/2017","09:00:00","1153 GARIBALDI ST SW",1,"Unk","Mon",20,"LARCENY-NON VEHICLE","Pittsburgh","V",-84.39946,33.72341
173251195,"11/21/2017","11/21/2017","11:50:00","958 FOUNDERS DR SW",1,"Day","Tue",26,"LARCENY-NON VEHICLE","Harris Chiles","T",-84.41989,33.74441
173251326,"11/21/2017","11/21/2017","12:40:00","230 18TH ST NW",1,"Day","Tue",8,"LARCENY-NON VEHICLE","Home Park","E",-84.39343,33.78984
173251331,"11/21/2017","11/21/2017","12:00:00","1634 LAKEWOOD AVE SE",1,"Day","Tue",23,"AGG ASSAULT","South Atlanta","Y",-84.3813,33.71033
173251386,"11/21/2017","11/21/2017","13:25:00","2650 DONALD LEE HOLLOWELL PKWY NW",1,"Day","Tue",23,"AUTO THEFT","Center Hill","J",-84.47342,33.77582
173251396,"11/21/2017","11/18/2017","07:13:00","974 DILL AVE SW",1,"Unk","Unk",20,"LARCENY-NON VEHICLE","Capitol View","X",-84.42004,33.7181
173251423,"11/21/2017","11/20/2017","21:15:00","895 ADAIR AVE NE",1,"Unk","Tue",20,"LARCENY-NON VEHICLE","Virginia Highland","F",-84.35803,33.77979
173251486,"11/21/2017","11/21/2017","14:00:00","523 AMAL DR SW",1,"Day","Tue",NA,"LARCENY-NON VEHICLE","Amal Heights","Y",-84.40043,33.70874
173251548,"11/21/2017","11/17/2017","20:00:00","75 MARTIN L KING JR DR SW",1,"Unk","Unk",18,"LARCENY-FROM VEHICLE","Downtown","M",-84.38996,33.75119
173251556,"11/21/2017","11/21/2017","14:30:00","3512 COLLIER DR NW",1,"Day","Tue",20,"BURGLARY-RESIDENCE","Fairburn Heights","H",-84.50184,33.76862
173251571,"11/21/2017","11/21/2017","11:35:00","3330 PIEDMONT RD NE",1,"Day","Tue",NA,"AUTO THEFT","Buckhead Forest","B",-84.37462,33.84564
173251583,"11/21/2017","11/21/2017","13:50:00","1821 SANDRINGHAM DR SW",1,"Day","Tue",NA,"AGG ASSAULT","Southwest","R",-84.47485,33.7056
173251696,"11/21/2017","11/20/2017","01:00:00","900 PEACHTREE ST NE",1,"Morn","Mon",18,"AUTO THEFT","Midtown","E",-84.38465,33.77934
173251735,"11/21/2017","11/21/2017","15:30:00","1160 MOORES MILL RD NW",1,"Eve","Tue",18,"AUTO THEFT","Brandon","C",-84.42498,33.83133
173251755,"11/21/2017","11/20/2017","15:45:00","670 MCDANIEL ST SW",1,"Eve","Mon",13,"LARCENY-FROM VEHICLE","Mechanicsville","V",-84.40153,33.73657
173251766,"11/21/2017","11/21/2017","16:25:00","950 W PEACHTREE ST NW @PUBLIX - W PEACHTREE",1,"Eve","Tue",12,"LARCENY-NON VEHICLE","Midtown","E",-84.38747,33.78014
173251777,"11/21/2017","11/19/2017","23:00:00","445 DARTMOUTH DR SW",1,"Unk","Unk",20,"LARCENY-FROM VEHICLE","Baker Hills","H",-84.51604,33.7585
173251817,"11/21/2017","11/21/2017","16:20:00","960 CONSTITUTION RD SE",1,"Eve","Tue",26,"BURGLARY-RESIDENCE","Norwood Manor","Z",-84.35805,33.69307
173251912,"11/21/2017","11/21/2017","16:52:00","3500 PEACHTREE RD NE @Multiple",1,"Eve","Tue",8,"LARCENY-NON VEHICLE","North Buckhead","B",-84.36278,33.85302
173252011,"11/21/2017","11/20/2017","15:00:00","779 JUNIPER ST NE",1,"Unk","Tue",18,"LARCENY-FROM VEHICLE","Midtown","E",-84.38288,33.77573
173252012,"11/21/2017","11/16/2017","13:00:00","1670 PINEHURST DR SW",1,"Unk","Unk",20,"LARCENY-NON VEHICLE","Venetian Hills","S",-84.45113,33.71031
173252048,"11/21/2017","11/21/2017","05:49:00","1364 MCPHERSON AVE SE",1,"Day","Tue",20,"LARCENY-FROM VEHICLE","East Atlanta","W",-84.34303,33.74459
173252049,"11/21/2017","11/21/2017","17:30:00","342 MARIETTA ST NW",1,"Eve","Tue",18,"LARCENY-FROM VEHICLE","Downtown","M",-84.39683,33.76234
173252105,"11/21/2017","11/21/2017","17:10:00","3833 ROSWELL RD NE",1,"Eve","Tue",18,"LARCENY-FROM VEHICLE","North Buckhead","B",-84.3801,33.85898
173252167,"11/21/2017","11/19/2017","00:00:00","3175 ROSWELL RD NE",1,"Morn","Sun",18,"LARCENY-NON VEHICLE","Buckhead Forest","B",-84.37832,33.84175
173232210,"11/20/2017","11/19/2017","19:00:00","543 CEDAR AVE NW",1,"Eve","Sun",20,"BURGLARY-RESIDENCE","Center Hill","J",-84.46529,33.77027
173240083,"11/20/2017","11/19/2017","16:00:00","2591 ETHERIDGE DR NW",1,"Eve","Sun",26,"BURGLARY-RESIDENCE","Carey Park","G",-84.47292,33.7881
173240100,"11/20/2017","11/19/2017","21:00:00","3424 MARTIN L KING JR DR SW",4,"Eve","Sun",18,"LARCENY-FROM VEHICLE","Adamsville","H",-84.50014,33.75503
173240144,"11/20/2017","11/19/2017","23:30:00","2351 ADAMS DR NW",1,"Morn","Mon",18,"LARCENY-FROM VEHICLE","Bolton","D",-84.45433,33.82005
173240184,"11/20/2017","11/20/2017","01:20:00","2323 PIEDMONT RD NE",2,"Morn","Mon",31,"ROBBERY-PEDESTRIAN","Lindbergh/Morosgo","B",-84.36696,33.81828
173240286,"11/20/2017","11/20/2017","02:20:00","2167 MARTIN L KING JR DR NW",2,"Morn","Mon",20,"AGG ASSAULT","Florida Heights","I",-84.46131,33.75201
173240415,"11/20/2017","11/18/2017","21:00:00","2778 VINEYARDS DR SE",1,"Unk","Unk",26,"AUTO THEFT","Rosedale Heights","Z",-84.37093,33.6791
173240551,"11/20/2017","11/19/2017","20:20:00","71 13TH ST NE",1,"Eve","Sun",18,"AUTO THEFT","Midtown","E",-84.38516,33.78535
173240612,"11/20/2017","11/19/2017","13:00:00","3024 PEACHTREE RD NW",1,"Unk","Sun",6,"LARCENY-NON VEHICLE","Peachtree Heights West","B",-84.38154,33.83777
173240627,"11/20/2017","11/20/2017","04:20:00","1129 WINDSOR ST SW",1,"Morn","Mon",13,"LARCENY-FROM VEHICLE","Pittsburgh","V",-84.39854,33.72384
173240673,"11/20/2017","11/19/2017","22:00:00","478 PARKWAY DR NE",1,"Morn","Mon",99,"LARCENY-FROM VEHICLE","Old Fourth Ward","M",-84.37351,33.76733
173240762,"11/20/2017","11/19/2017","21:00:00","2470 EDWARDS DR NW",1,"Morn","Mon",NA,"LARCENY-NON VEHICLE","Riverside","D",-84.46876,33.81635
173240784,"11/20/2017","11/20/2017","01:00:00","499 NORTHSIDE CIR NW",1,"Morn","Mon",18,"LARCENY-FROM VEHICLE","Loring Heights","E",-84.40671,33.79742
173240872,"11/20/2017","11/19/2017","17:39:00","1805 JONESBORO RD SE",1,"Eve","Sun",24,"AUTO THEFT","Lakewood Heights","Y",-84.37885,33.70471
173240926,"11/20/2017","11/20/2017","00:30:00","627 SANDYS LN SE",1,"Morn","Mon",20,"BURGLARY-RESIDENCE","South River Gardens","Z",-84.36884,33.67063
173240959,"11/20/2017","11/20/2017","08:00:00","2453 CORONET WAY NW",1,"Day","Mon",26,"AGG ASSAULT",NA,"C",-84.44958,33.8209
173240986,"11/20/2017","11/20/2017","10:10:00","3170 GREENBRIAR PKWY SW",1,"Day","Mon",18,"LARCENY-FROM VEHICLE","Greenbriar","R",-84.49202,33.6861
173240991,"11/20/2017","11/20/2017","09:15:00","2973 HEADLAND DR SW",1,"Day","Mon",18,"LARCENY-FROM VEHICLE","Greenbriar","R",-84.4872,33.69168
173241014,"11/20/2017","11/19/2017","11:30:00","3400 MARTIN L KING JR DR SW",1,"Day","Sun",NA,"LARCENY-FROM VEHICLE","Adamsville","H",-84.49916,33.75443
173241040,"11/20/2017","11/20/2017","09:00:00","3755 CARMIA DR SW",1,"Day","Mon",99,"LARCENY-FROM VEHICLE","Princeton Lakes","P",-84.51022,33.65488
173241046,"11/20/2017","11/20/2017","10:40:00","982 MCDANIEL ST SW",1,"Day","Mon",13,"ROBBERY-PEDESTRIAN","Pittsburgh","V",-84.40151,33.72831
173241074,"11/20/2017","11/19/2017","22:30:00","1484 EASON ST NW",1,"Morn","Mon",20,"BURGLARY-RESIDENCE","Hunter Hills","K",-84.43656,33.75722
173241152,"11/20/2017","11/20/2017","11:41:00","978 IRA ST SW",1,"Day","Mon",20,"LARCENY-FROM VEHICLE","Pittsburgh","V",-84.39977,33.72821
173241154,"11/20/2017","11/17/2017","12:00:00","2384 FORREST PARK RD SE",1,"Unk","Unk",20,"BURGLARY-RESIDENCE","Rebel Valley Forest","Z",-84.35986,33.68902
173241170,"11/20/2017","11/20/2017","11:20:00","863 SKIPPER DR NW",1,"Day","Mon",20,"LARCENY-FROM VEHICLE","Collier Heights","I",-84.49024,33.7789
173241172,"11/20/2017","11/20/2017","10:40:00","2351 ADAMS DR NW",1,"Day","Mon",NA,"LARCENY-FROM VEHICLE","Bolton","D",-84.45433,33.82005
173241175,"11/20/2017","11/20/2017","11:50:00","822 MARIETTA ST NW",2,"Day","Mon",18,"LARCENY-FROM VEHICLE","Marietta Street Artery","E",-84.40664,33.7747
173241201,"11/20/2017","05/01/2017","12:00:00","1859 FELKER WARD ST NW",1,"Unk","Unk",NA,"LARCENY-NON VEHICLE","Riverside","D",-84.46791,33.80702
173241206,"11/20/2017","11/20/2017","10:30:00","1100 SWATHMORE DR NW",1,"Day","Mon",18,"LARCENY-FROM VEHICLE","Mt. Paran Parkway","A",-84.42303,33.87522
173241259,"11/20/2017","11/20/2017","11:30:00","712 11TH ST NW",1,"Day","Mon",18,"LARCENY-FROM VEHICLE","Home Park","E",-84.40747,33.78301
173241286,"11/20/2017","11/15/2017","12:00:00","938 REBEL FOREST DR SE",1,"Unk","Unk",NA,"BURGLARY-RESIDENCE","Rebel Valley Forest","Z",-84.35888,33.68815
173241298,"11/20/2017","11/19/2017","19:20:00","2110 FAULKNER RD NE",1,"Eve","Sun",5,"BURGLARY-NONRES","Lindridge/Martin Manor","F",-84.35869,33.81209
173241299,"11/20/2017","11/20/2017","12:46:00","2881 LAKEWOOD AVE SW",2,"Day","Mon",13,"LARCENY-FROM VEHICLE","Sylvan Hills","X",-84.41106,33.69731
173241319,"11/20/2017","11/20/2017","12:30:00","1071 CHATTAHOOCHEE AVE NW",1,"Day","Mon",18,"LARCENY-FROM VEHICLE","Underwood Hills","D",-84.4223,33.80147
173241388,"11/20/2017","11/20/2017","13:15:00","1489 CAMPBELLTON RD SW",1,"Day","Mon",NA,"LARCENY-NON VEHICLE","Venetian Hills","S",-84.43716,33.71381
173241405,"11/20/2017","11/20/2017","08:30:00","2600 MARTIN L KING JR DR SW",1,"Day","Mon",18,"LARCENY-FROM VEHICLE","Harland Terrace","I",-84.47247,33.75317
173241406,"11/20/2017","11/17/2017","16:00:00","181 14TH ST NE",1,"Unk","Unk",5,"LARCENY-NON VEHICLE","Midtown","E",-84.38132,33.78639
