"Offence Id","Date Reported","Date Occured","Time Occured","Location","No: of Victims","Shift of the victim","Day Occured","Loc Type","Crime Type","Neighbourhood","NPU","X-Co-ordinate","Y-Co-ordinate"
171642367,"06/13/2017","06/13/2017","17:00:00","2345 PEACHTREE RD",1,"Eve","Tue",8,"LARCENY-NON VEHICLE","Peachtree Hills","B",-84.38861,33.81878
171642375,"06/13/2017","06/13/2017","16:45:00","2220 CAMPBELLTON RD SW",1,"Eve","Tue",5,"LARCENY-NON VEHICLE","Campbellton Road","R",-84.46144,33.7044
171642386,"06/13/2017","06/13/2017","17:00:00","1371 KIMBERLY WAY SW",1,"Eve","Tue",26,"LARCENY-FROM VEHICLE","Ashley Courts","P",-84.52379,33.71775
171642507,"06/13/2017","06/13/2017","15:30:00","275 BAKER ST",1,"Eve","Tue",18,"LARCENY-FROM VEHICLE","Downtown","M",-84.39568,33.76206
171642518,"06/13/2017","06/13/2017","19:00:00","800 W MARIETTA ST NW",1,"Eve","Tue",26,"LARCENY-NON VEHICLE","English Avenue","L",-84.41514,33.78022
171642519,"06/13/2017","06/13/2017","20:00:00","1824 CHESHIRE BRIDGE RD NE",1,"Eve","Tue",NA,"LARCENY-FROM VEHICLE","Morningside/Lenox Park","F",-84.36303,33.80931
171642522,"06/13/2017","06/13/2017","22:00:00","1125 LENA ST NW",1,"Eve","Tue",31,"AUTO THEFT","Washington Park","K",-84.4248,33.75677
171642532,"06/13/2017","06/13/2017","20:05:00","882 DILL AVE SW",1,"Eve","Tue",99,"AGG ASSAULT","Capitol View","X",-84.41695,33.71811
171642577,"06/13/2017","06/13/2017","18:30:00","721 UTOY CIR SW",1,"Eve","Tue",20,"LARCENY-FROM VEHICLE","Ridgecrest Forest","H",-84.52473,33.74197
171642588,"06/13/2017","06/13/2017","20:43:00","2525 PIEDMONT RD NE @HOME DEPOT",1,"Eve","Tue",8,"LARCENY-NON VEHICLE","Lindbergh/Morosgo","B",-84.36521,33.824
171642592,"06/13/2017","06/13/2017","20:42:00","266 ROY ST",1,"Eve","Tue",NA,"ROBBERY-PEDESTRIAN","Pittsburgh","V",-84.39685,33.72409
171642607,"06/13/2017","06/13/2017","20:00:00","2770 LENOX RD NE",1,"Eve","Tue",99,"LARCENY-FROM VEHICLE","Pine Hills","B",-84.3562,33.83095
171632693,"06/13/2017","06/12/2017","23:02:00","487 MORELAND AVE NE",1,"Morn","Mon",13,"AGG ASSAULT","Candler Park","N",-84.34877,33.76768
171640076,"06/13/2017","06/13/2017","00:10:00","2645 WHITING ST NW",1,"Morn","Tue",18,"ROBBERY-PEDESTRIAN","Center Hill","J",-84.47394,33.77959
171640082,"06/13/2017","06/12/2017","20:20:00","123 MARIETTA ST NW",2,"Eve","Mon",13,"LARCENY-FROM VEHICLE","Downtown","M",-84.39266,33.75767
171640113,"06/13/2017","06/13/2017","00:49:00","565 GREENSFERRY AVE SW",1,"Morn","Tue",13,"ROBBERY-PEDESTRIAN","The Villages at Castleberry H","T",-84.40675,33.74651
171640142,"06/13/2017","06/13/2017","01:00:00","757 METROPOLITAN PKWY SW",1,"Morn","Tue",13,"ROBBERY-PEDESTRIAN","Adair Park","V",-84.40844,33.7343
171640151,"06/13/2017","06/13/2017","00:30:00","187 MOURY AVE SW",1,"Morn","Tue",20,"LARCENY-FROM VEHICLE","The Villages at Carver","Y",-84.39138,33.71449
171640297,"06/13/2017","06/13/2017","03:34:00","1163 METROPOLITAN PKWY SW",1,"Morn","Tue",23,"LARCENY-NON VEHICLE","Adair Park","V",-84.40816,33.72317
171640302,"06/13/2017","06/13/2017","00:39:00","2 PARK PL",2,"Morn","Tue",31,"LARCENY-NON VEHICLE","Downtown","M",-84.38865,33.75461
171640381,"06/13/2017","06/13/2017","04:21:00","610 WHITEHALL ST SW",1,"Morn","Tue",18,"AUTO THEFT","Pittsburgh","V",-84.40759,33.74194
171640435,"06/13/2017","06/13/2017","05:34:00","1975 SPAD AVE NW",1,"Morn","Tue",20,"BURGLARY-RESIDENCE","Whittier Mill Village","D",-84.48518,33.80865
171640566,"06/13/2017","06/12/2017","11:00:00","420 DARTMOUTH DR SW",1,"Unk","Mon",20,"LARCENY-NON VEHICLE","Baker Hills","H",-84.51585,33.75911
171640600,"06/13/2017","06/12/2017","18:00:00","2370 METROPOLITAN PKWY SW",1,"Morn","Tue",26,"LARCENY-FROM VEHICLE","Perkerson","X",-84.40807,33.69014
171640638,"06/13/2017","06/12/2017","00:50:00","165 MARION PL NE",1,"Unk","Mon",26,"AUTO THEFT","Edgewood","O",-84.34501,33.75795
171640668,"06/13/2017","06/13/2017","08:15:00","226 RALPH D ABERNATHY BLVD SW",1,"Day","Tue",8,"ROBBERY-COMMERCIAL","Mechanicsville","V",-84.39489,33.73675
171640688,"06/13/2017","06/13/2017","08:00:00","820 ROCHELLE DR SW",1,"Day","Tue",NA,"AGG ASSAULT","Oakland City","S",-84.43368,33.73278
171640719,"06/13/2017","06/13/2017","08:42:00","921 WESTMORELAND CIR NW",1,"Day","Tue",26,"BURGLARY-RESIDENCE","West Highlands","G",-84.44919,33.78956
171640766,"06/13/2017","06/13/2017","09:05:00","765 MCDANIEL ST SW",1,"Day","Tue",NA,"LARCENY-NON VEHICLE","Pittsburgh","V",-84.40177,33.73396
171640800,"06/13/2017","06/11/2017","12:00:00","2836 SPRINGDALE RD SW",1,"Unk","Unk",11,"AUTO THEFT","Hammond Park","X",-84.41494,33.67742
171640803,"06/13/2017","06/12/2017","08:00:00","231 WHITEFOORD AVE NE",1,"Unk","Mon",13,"AUTO THEFT","Edgewood","O",-84.34164,33.75985
171640805,"06/13/2017","06/13/2017","09:24:00","1903 DREW DR NW",1,"Day","Tue",26,"LARCENY-FROM VEHICLE","West Highlands","G",-84.44947,33.79214
171640849,"06/13/2017","06/09/2017","16:00:00","3612 TINSLEY WAY SW",3,"Unk","Unk",20,"BURGLARY-RESIDENCE","Princeton Lakes","P",-84.51623,33.66201
171640850,"06/13/2017","06/12/2017","22:01:00","2042 SYLVAN RD SW",1,"Eve","Mon",24,"BURGLARY-NONRES","Sylvan Hills","X",-84.41785,33.69897
171640952,"06/13/2017","06/13/2017","10:20:00","81 CARTER AVE SE",1,"Day","Tue",NA,"AGG ASSAULT","East Lake","O",-84.30548,33.74956
171640954,"06/13/2017","06/12/2017","21:30:00","545 DUTCH VALLEY RD NE",1,"Morn","Tue",18,"LARCENY-FROM VEHICLE","Morningside/Lenox Park","F",-84.36965,33.79206
171640957,"06/13/2017","06/13/2017","10:30:00","2457 MARTIN L KING JR DR NW @HIGHTOWER PLAZA",1,"Day","Tue",5,"LARCENY-NON VEHICLE","Harland Terrace","I",-84.46786,33.7523
171640962,"06/13/2017","06/12/2017","18:00:00","1000 PIEDMONT AVE NE",1,"Unk","Tue",NA,"AUTO THEFT","Midtown","E",-84.38068,33.78216
171641027,"06/13/2017","06/11/2017","18:00:00","1140 GILBERT ST SE",1,"Morn","Mon",20,"LARCENY-NON VEHICLE","Woodland Hills","W",-84.35053,33.72339
171641077,"06/13/2017","06/11/2017","16:00:00","1248 LAVISTA CIR NE",1,"Eve","Sun",20,"LARCENY-FROM VEHICLE","Lindridge/Martin Manor","F",-84.34883,33.8165
171641151,"06/13/2017","06/13/2017","09:00:00","935 MARIETTA ST NW",1,"Day","Tue",18,"LARCENY-FROM VEHICLE","Marietta Street Artery","E",-84.40865,33.7778
171641237,"06/13/2017","06/13/2017","12:15:00","3947 LAND O LAKES DR NE",1,"Day","Tue",13,"ROBBERY-PEDESTRIAN","North Buckhead","B",-84.37525,33.86196
171641252,"06/13/2017","06/13/2017","08:00:00","441 MARIETTA ST NW",1,"Day","Tue",13,"AUTO THEFT","Downtown","M",-84.39716,33.76507
171641258,"06/13/2017","06/13/2017","10:45:00","359 W LAKE AVE NW",1,"Day","Tue",18,"LARCENY-FROM VEHICLE","Grove Park","J",-84.44065,33.76466
171641307,"06/13/2017","06/13/2017","12:30:00","2178 CAMPBELLTON RD SW",1,"Day","Tue",8,"LARCENY-NON VEHICLE","Campbellton Road","R",-84.45947,33.70514
171641325,"06/13/2017","06/09/2017","14:30:00","2699 PEACHTREE RD",1,"Eve","Fri",18,"LARCENY-FROM VEHICLE","Peachtree Heights East","B",-84.38696,33.82807
171641374,"06/13/2017","06/10/2017","02:00:00","144 MORELAND AVE NE",1,"Unk","Sat",18,"LARCENY-FROM VEHICLE","Reynoldstown","N",-84.34929,33.75698
171641421,"06/13/2017","06/11/2017","18:00:00","1136 GILBERT ST SE",1,"Morn","Mon",20,"BURGLARY-RESIDENCE","Woodland Hills","W",-84.35047,33.72353
171641542,"06/13/2017","06/13/2017","08:00:00","3170 PEACHTREE RD",1,"Day","Tue",18,"LARCENY-FROM VEHICLE","Buckhead Forest","B",-84.37658,33.84099
171641568,"06/13/2017","06/11/2017","19:00:00","79 MCDONOUGH BLVD SE",1,"Unk","Unk",4,"BURGLARY-NONRES","South Atlanta","Y",-84.38562,33.71936
171641574,"06/13/2017","06/13/2017","12:00:00","736 PEACHTREE ST NE",2,"Day","Tue",18,"LARCENY-FROM VEHICLE","Midtown","E",-84.38547,33.77479
171641648,"06/13/2017","06/13/2017","02:00:00","2832 GLENWOOD AVE SE",1,"Morn","Tue",20,"LARCENY-FROM VEHICLE","East Lake","O",-84.2949,33.73959
171641721,"06/13/2017","01/01/2017","00:01:00","825 LONGWOOD DR NW",1,"Unk","Unk",20,"AUTO THEFT","Springlake","C",-84.41515,33.81758
171641842,"06/13/2017","06/13/2017","02:00:00","810 PARSONS ST SW",1,"Day","Tue",20,"LARCENY-FROM VEHICLE","Atlanta University Center","T",-84.41405,33.75079
171641901,"06/13/2017","06/13/2017","16:23:00","2473 DONALD LEE HOLLOWELL PKWY NW",1,"Eve","Tue",24,"LARCENY-NON VEHICLE","Center Hill","J",-84.46625,33.77659
171641918,"06/13/2017","06/13/2017","16:40:00","1494 WESTWOOD AVE SW",1,"Eve","Tue",20,"LARCENY-NON VEHICLE","Westview","T",-84.43661,33.73788
171641993,"06/13/2017","06/13/2017","09:00:00","1000 MARIETT ST NW",2,"Day","Tue",18,"LARCENY-FROM VEHICLE","Marietta Street Artery","E",-84.41116,33.77914
171642010,"06/13/2017","06/13/2017","15:00:00","659 AUBURN AVE NE",1,"Eve","Tue",13,"LARCENY-FROM VEHICLE","Old Fourth Ward","M",-84.36628,33.75599
171642012,"06/13/2017","06/13/2017","12:30:00","3760 SOUTHSIDE INDUSTRIAL PKWY SE",1,"Eve","Tue",18,"LARCENY-FROM VEHICLE","Blair Villa/Poole Creek","Z",-84.37741,33.6512
171642035,"06/13/2017","06/13/2017","17:15:00","3350 MT. GILEAD RD",1,"Eve","Tue",NA,"ROBBERY-RESIDENCE","Southwest","R",-84.49871,33.69757
171642044,"06/13/2017","06/13/2017","08:30:00","104 JOHN PORTMAN BLVD NE",1,"Day","Tue",18,"LARCENY-FROM VEHICLE","Downtown","M",-84.38381,33.76102
171642068,"06/13/2017","06/13/2017","17:34:00","2525 PIEDMONT RD NE @HOME DEPOT",1,"Eve","Tue",8,"LARCENY-NON VEHICLE","Lindbergh/Morosgo","B",-84.36521,33.824
171642078,"06/13/2017","06/13/2017","17:39:00","2300 CAREY DR SE",2,"Eve","Tue",20,"AGG ASSAULT","Lakewood","Z",-84.3697,33.69118
171642228,"06/13/2017","06/13/2017","07:00:00","2367 CASCADE RD SW",1,"Day","Tue",26,"BURGLARY-RESIDENCE","Cascade Heights","I",-84.4657,33.72166
171642229,"06/13/2017","06/13/2017","09:30:00","1295 SPRING ST NW",1,"Day","Tue",18,"AUTO THEFT","Midtown","E",-84.38906,33.79013
171642247,"06/13/2017","06/12/2017","22:00:00","2189 MONTROSE AVE SW",1,"Eve","Mon",13,"AUTO THEFT","Adams Park","R",-84.46006,33.71988
171642263,"06/13/2017","06/13/2017","18:00:00","1720 AVON AVE SW",1,"Eve","Tue",20,"LARCENY-FROM VEHICLE","Venetian Hills","S",-84.44402,33.72216
171642323,"06/13/2017","06/13/2017","18:23:00","1371 MARKET ST",1,"Eve","Tue",8,"LARCENY-NON VEHICLE","Atlantic Station","E",-84.39466,33.7921
171632713,"06/12/2017","06/12/2017","22:00:00","1845 ROCKLAND DR SE",2,"Eve","Mon",20,"BURGLARY-RESIDENCE","East Atlanta","W",-84.32745,33.72978
171632737,"06/12/2017","06/12/2017","15:30:00","275 BAKER ST NW",1,"Eve","Mon",13,"LARCENY-FROM VEHICLE","Downtown","M",-84.39568,33.76206
171632759,"06/12/2017","06/12/2017","23:30:00","1195 OAKLAND LN SW",1,"Morn","Mon",13,"AUTO THEFT","Oakland City","S",-84.42723,33.71965
171638016,"06/12/2017","06/11/2017","15:30:00","6000 N TERMINAL PKWY",1,"Eve","Sun",1,"LARCENY-NON VEHICLE",NA,NA,-84.4477,33.64184
171630140,"06/12/2017","06/12/2017","00:30:00","455 FULTON ST SW",1,"Morn","Mon",20,"LARCENY-NON VEHICLE","Mechanicsville","V",-84.40283,33.74173
171630145,"06/12/2017","06/12/2017","00:45:00","1043 SPARKS ST SW",2,"Morn","Mon",26,"LARCENY-FROM VEHICLE","Oakland City","S",-84.4218,33.72776
171630156,"06/12/2017","06/11/2017","12:30:00","464 FAIR ST SW",1,"Day","Sun",NA,"LARCENY-FROM VEHICLE","Castleberry Hill","M",-84.40275,33.74857
171630204,"06/12/2017","06/11/2017","15:30:00","1437 LUCILE AVE SW",1,"Eve","Sun",18,"AUTO THEFT","Westview","T",-84.43471,33.74275
171630264,"06/12/2017","06/12/2017","01:30:00","1271 MARIETTA BLVD NW",1,"Morn","Mon",3,"BURGLARY-NONRES","Blandtown","D",-84.42819,33.78949
171630334,"06/12/2017","06/12/2017","01:11:00","460 NORTH AVE NE",1,"Morn","Mon",18,"LARCENY-NON VEHICLE","Old Fourth Ward","M",-84.37212,33.77126
171630425,"06/12/2017","06/12/2017","03:30:00","HARTFORD AVE SW / AVON AVE SW",1,"Morn","Mon",99,"LARCENY-FROM VEHICLE","Capitol View","X",-84.41684,33.72221
171630788,"06/12/2017","06/12/2017","00:00:00","1011 JOSEPH E BOONE BLVD NW",1,"Morn","Mon",18,"LARCENY-FROM VEHICLE","Bankhead","K",-84.42071,33.76373
171630901,"06/12/2017","06/11/2017","20:00:00","585 MCDANIEL ST SW",1,"Morn","Mon",26,"LARCENY-FROM VEHICLE","Mechanicsville","V",-84.40206,33.73896
171630952,"06/12/2017","06/09/2012","08:00:00","1036 WOODLAND AVE SE",1,"Unk","Unk",99,"BURGLARY-NONRES","Ormewood Park","W",-84.35213,33.72612
171630953,"06/12/2017","06/11/2017","21:30:00","2179 LANG DR SW",1,"Morn","Mon",20,"LARCENY-FROM VEHICLE","Polar Rock","Z",-84.39261,33.69487
171630958,"06/12/2017","06/11/2017","21:00:00","3350 MOUNT GILEAD RD SW",1,"Morn","Mon",NA,"AUTO THEFT","Southwest","R",-84.49458,33.69816
171631012,"06/12/2017","06/11/2017","23:30:00","585 MCDANIEL ST SW",1,"Morn","Mon",26,"AUTO THEFT","Mechanicsville","V",-84.40246,33.73886
171631066,"06/12/2017","05/01/2017","17:00:00","1386 CUSTER WAY SE",1,"Unk","Unk",20,"LARCENY-NON VEHICLE","Custer/McDonough/Guice","W",-84.3527,33.71626
171631087,"06/12/2017","06/11/2017","17:00:00","1938 LEBANON DR NE",1,"Morn","Sun",20,"AUTO THEFT","Piedmont Heights","F",-84.37151,33.80747
171631105,"06/12/2017","06/12/2017","10:30:00","2812 BONNYBROOK DR SW",1,"Day","Mon",NA,"AGG ASSAULT","Greenbriar","R",-84.48027,33.69342
171631150,"06/12/2017","06/12/2017","11:00:00","2525 PIEDMONT ROAD",1,"Day","Mon",NA,"LARCENY-NON VEHICLE","Lindbergh/Morosgo","B",-84.36521,33.824
171631191,"06/12/2017","06/11/2017","19:00:00","2323 PIEDMONT RD NE",1,"Morn","Mon",26,"LARCENY-FROM VEHICLE","Lindbergh/Morosgo","B",-84.36622,33.81869
171631281,"06/12/2017","06/12/2017","11:30:00","2525 PIEDMONT RD NE",2,"Day","Mon",8,"LARCENY-NON VEHICLE","Lindbergh/Morosgo","B",-84.36521,33.824
171631286,"06/12/2017","06/12/2017","10:15:00","1389 PEACHTREE ST NE",1,"Day","Mon",5,"LARCENY-NON VEHICLE","Midtown","E",-84.3865,33.7929
171631296,"06/12/2017","06/09/2017","08:00:00","23 FERRY LANDING LN NW",1,"Unk","Unk",18,"LARCENY-FROM VEHICLE","South Tuxedo Park","B",-84.38302,33.84552
171631299,"06/12/2017","06/09/2017","10:00:00","301 CONNALLY ST SE",1,"Day","Fri",26,"LARCENY-NON VEHICLE","Capitol Gateway","V",-84.38164,33.74645
171631306,"06/12/2017","06/12/2017","11:30:00","230 10TH ST NE",1,"Day","Mon",18,"LARCENY-FROM VEHICLE","Midtown","E",-84.37981,33.78187
171631408,"06/12/2017","06/01/2017","00:00:00","431 MARIETTA ST NW",1,"Unk","Unk",99,"LARCENY-FROM VEHICLE","Downtown","M",-84.39684,33.76495
171631411,"06/12/2017","06/12/2017","11:00:00","650 PONCE DE LEON AVE NE",1,"Day","Mon",8,"LARCENY-NON VEHICLE","Midtown","E",-84.36561,33.77469
171631419,"06/12/2017","06/11/2017","21:00:00","1381 KIMBERLY WAY SW",1,"Morn","Mon",26,"AUTO THEFT","Ashley Courts","P",-84.52265,33.71745
171631425,"06/12/2017","06/12/2017","07:30:00","816 MAGNOLIA WAY NW",1,"Day","Mon",NA,"BURGLARY-RESIDENCE","Vine City","L",-84.41421,33.75805
171631470,"06/12/2017","06/12/2017","10:00:00","3500 PEACHTREE ROAD",1,"Day","Mon",8,"LARCENY-NON VEHICLE","North Buckhead","B",-84.36278,33.85302
171631480,"06/12/2017","06/12/2017","13:00:00","3900 CROWN RD SW",1,"Day","Mon",13,"LARCENY-FROM VEHICLE","Blair Villa/Poole Creek","Z",-84.39148,33.64901
171631485,"06/12/2017","06/12/2017","13:00:00","750 MAYNARD TER SE",1,"Day","Mon",20,"BURGLARY-RESIDENCE","East Atlanta","W",-84.33534,33.73366
171631501,"06/12/2017","06/12/2017","13:25:00","3030 HEADLAND DR SW",2,"Day","Mon",24,"LARCENY-FROM VEHICLE","Greenbriar","R",-84.48742,33.68841
171631510,"06/12/2017","06/09/2017","16:30:00","675 W PEACHTREE ST NE",1,"Unk","Unk",11,"LARCENY-NON VEHICLE","Midtown","E",-84.38723,33.773
171631531,"06/12/2017","06/12/2017","08:00:00","3040 PIEDMONT RD NE",1,"Day","Mon",NA,"LARCENY-FROM VEHICLE","Buckhead Village","B",-84.36906,33.8379
171631558,"06/12/2017","06/12/2017","14:06:00","595 PIEDMONT AVE NE @PUBLIX - PIEDMONT",1,"Day","Mon",12,"LARCENY-NON VEHICLE","Old Fourth Ward","M",-84.38023,33.77067
171631560,"06/12/2017","06/12/2017","14:08:00","850 OAK ST SW",1,"Day","Mon",18,"LARCENY-FROM VEHICLE","West End","T",-84.41671,33.74053
171631562,"06/12/2017","06/12/2017","14:00:00","1572 HARDEE ST NE",1,"Day","Mon",13,"AGG ASSAULT","Edgewood","O",-84.33644,33.75546
171631575,"06/12/2017","06/12/2017","14:10:00","1371 KIMBERLY WAY SW",1,"Day","Mon",26,"BURGLARY-RESIDENCE","Ashley Courts","P",-84.52315,33.71771
171631605,"06/12/2017","06/12/2017","13:00:00","300 BOULEVARD NE",1,"Day","Mon",18,"LARCENY-FROM VEHICLE","Old Fourth Ward","M",-84.3731,33.76273
171631615,"06/12/2017","06/12/2017","14:30:00","3442 RIDGEWOOD RD NW",1,"Day","Mon",13,"LARCENY-FROM VEHICLE","Paces","A",-84.44708,33.84922
171631634,"06/12/2017","06/11/2017","10:30:00","1888 EMERY ST NW",1,"Day","Sun",18,"LARCENY-FROM VEHICLE","Wildwood (NPU-C)","C",-84.41444,33.80701
171631649,"06/12/2017","06/12/2017","10:30:00","55 WADDELL ST NE",1,"Day","Mon",20,"BURGLARY-RESIDENCE","Inman Park","N",-84.36286,33.75548
171631651,"06/12/2017","06/12/2017","15:00:00","108 WALTHALL ST SE",1,"Eve","Mon",13,"LARCENY-FROM VEHICLE","Reynoldstown","N",-84.35153,33.75074
171631752,"06/12/2017","06/12/2017","15:00:00","2625 PIEDMONT RD NE",1,"Eve","Mon",NA,"LARCENY-NON VEHICLE","Lindbergh/Morosgo","B",-84.36532,33.82742
171631760,"06/12/2017","06/12/2017","14:45:00","2841 GREENBRIAR PKWY SW @GREENBRIAR MALL",1,"Eve","Mon",18,"AUTO THEFT","Greenbriar","R",-84.49773,33.68677
171631775,"06/12/2017","06/12/2017","15:30:00","794 CHESTNUT PL NW",2,"Eve","Mon",20,"AGG ASSAULT","Vine City","L",-84.41342,33.76101
171631907,"06/12/2017","06/12/2017","13:00:00","201 17TH ST NW",1,"Day","Mon",18,"AUTO THEFT","Atlantic Station","E",-84.39452,33.79128
171631913,"06/12/2017","06/11/2017","16:00:00","2841 GREENBRIAR PKWY SW @GREENBRIAR MALL",1,"Unk","Mon",24,"LARCENY-NON VEHICLE","Greenbriar","R",-84.49773,33.68677
171631925,"06/12/2017","06/07/2017","09:00:00","2814 PEACHTREE RD NW",1,"Unk","Unk",18,"LARCENY-FROM VEHICLE","Peachtree Heights West","B",-84.38534,33.83233
171632049,"06/12/2017","06/12/2017","17:31:00","2626 PEACHTREE RD NW",1,"Eve","Mon",18,"LARCENY-FROM VEHICLE","Peachtree Heights West","B",-84.38756,33.82621
171632104,"06/12/2017","06/12/2017","17:00:00","681 WOODS DR NW",1,"Eve","Mon",13,"AGG ASSAULT","Center Hill","J",-84.46814,33.77336
171632114,"06/12/2017","06/12/2017","07:00:00","1479 SPRING ST NW",1,"Day","Mon",18,"LARCENY-FROM VEHICLE","Midtown","E",-84.38898,33.79514
171632143,"06/12/2017","06/12/2017","09:05:00","755 NORTH AVE NE",1,"Day","Mon",20,"BURGLARY-RESIDENCE","Poncey-Highland","N",-84.36209,33.77104
171632200,"06/12/2017","06/12/2017","18:26:00","1956 CONRAD AVE SE",1,"Eve","Mon",20,"LARCENY-NON VEHICLE","Lakewood Heights","Y",-84.38132,33.70069
171632384,"06/12/2017","06/12/2017","12:25:00","82 ATLANTA AVE",1,"Day","Mon",13,"LARCENY-FROM VEHICLE","Peoplestown","V",-84.38522,33.73073
171632418,"06/12/2017","06/10/2017","18:00:00","3747 KATHRYN DRIVE SW",1,"Unk","Sun",18,"LARCENY-FROM VEHICLE","Deerwood","P",-84.51207,33.67765
171632432,"06/12/2017","06/11/2017","17:45:00","2783 DOVER RD NW",1,"Unk","Mon",20,"LARCENY-FROM VEHICLE","Castlewood","C",-84.41252,33.83173
171632497,"06/12/2017","06/12/2017","15:30:00","559 DUTCH VALLEY RD NE",2,"Eve","Mon",21,"LARCENY-NON VEHICLE","Morningside/Lenox Park","F",-84.36885,33.79179
171632656,"06/12/2017","06/12/2017","22:15:00","3657 MARTIN L KING JR DR NW",1,"Eve","Mon",NA,"AUTO THEFT","Adamsville","H",-84.5076,33.76208
171610213,"06/11/2017","06/10/2017","01:20:00","3771 ROSWELL RD NE",3,"Morn","Sat",NA,"AGG ASSAULT","North Buckhead","B",-84.38159,33.8575
171620060,"06/11/2017","06/10/2017","20:00:00","1959 METROPOLITAN PKWY SW",1,"Eve","Sat",18,"LARCENY-FROM VEHICLE","Sylvan Hills","X",-84.41018,33.7008
171620090,"06/11/2017","06/10/2017","20:31:00","555 WHITEHALL ST SW",2,"Unk","Sun",18,"LARCENY-FROM VEHICLE","Mechanicsville","V",-84.40628,33.74297
171620118,"06/11/2017","06/11/2017","00:00:00","2780 ARGYLE DR NW",1,"Morn","Sun",13,"LARCENY-FROM VEHICLE","Lincoln Homes","G",-84.47903,33.79933
171620122,"06/11/2017","06/10/2017","22:00:00","595 NORTH AVE NW",2,"Morn","Sat",13,"LARCENY-FROM VEHICLE","English Avenue","L",-84.40695,33.77013
171620135,"06/11/2017","06/10/2017","22:00:00","533 WALNUT ST NW",2,"Morn","Sat",13,"LARCENY-FROM VEHICLE","English Avenue","L",-84.40631,33.76821
171620209,"06/11/2017","06/11/2017","01:00:00","934 ARGONNE ST",1,"Morn","Sun",13,"ROBBERY-PEDESTRIAN","Midtown","E",-84.37766,33.77951
171620248,"06/11/2017","06/11/2017","00:00:00","636 PRYOR ST SW",1,"Morn","Sun",18,"LARCENY-FROM VEHICLE","Mechanicsville","V",-84.39448,33.73745
171620253,"06/11/2017","06/11/2017","01:40:00","2075 CAMPBELLTON RD SW",1,"Morn","Sun",24,"BURGLARY-NONRES","Southwest","R",-84.4798,33.70141
171620368,"06/11/2017","06/10/2017","23:00:00","1074 PEACHTREE WALK",1,"Morn","Sun",13,"AUTO THEFT","Midtown","E",-84.38646,33.78369
171620396,"06/11/2017","06/11/2017","03:00:00","780 NEAL ST NW",1,"Morn","Sun",20,"AGG ASSAULT","English Avenue","L",-84.41292,33.76619
171620413,"06/11/2017","06/11/2017","03:00:00","195 FAIRBURN RD NW",3,"Morn","Sun",20,"AGG ASSAULT","Adamsville","H",-84.50278,33.75992
171620461,"06/11/2017","06/11/2017","03:00:00","37 W LAKE AVE NW",1,"Morn","Sun",13,"LARCENY-FROM VEHICLE","West Lake","J",-84.44381,33.75613
171620469,"06/11/2017","06/11/2017","03:51:00","361 17TH ST NW",1,"Morn","Sun",3,"LARCENY-NON VEHICLE","Atlantic Station","E",-84.3981,33.79161
171620512,"06/11/2017","06/11/2017","01:00:00","61 OLD CHATTAHOOCHEE AVE NW",1,"Morn","Sun",NA,"LARCENY-FROM VEHICLE","Underwood Hills","D",-84.41809,33.79618
171620554,"06/11/2017","06/11/2017","04:45:00","3725 PRINCETON LAKES PKWY SW",1,"Morn","Sun",26,"ROBBERY-PEDESTRIAN","Princeton Lakes","P",-84.50847,33.65908
171620585,"06/11/2017","06/11/2017","05:30:00","435 JOSEPH E LOWERY BLVD NW",1,"Morn","Sun",NA,"ROBBERY-PEDESTRIAN","English Avenue","L",-84.4171,33.76661
171620604,"06/11/2017","06/11/2017","05:50:00","2997 CAMPBELLTON RD SW",1,"Morn","Sun",3,"AGG ASSAULT","Southwest","R",-84.48681,33.6962
171620720,"06/11/2017","06/10/2017","19:00:00","565 GREENSFERRY AVE SW",1,"Morn","Sun",18,"AUTO THEFT","The Villages at Castleberry H","T",-84.40675,33.74651
171620727,"06/11/2017","06/11/2017","08:30:00","835 MARTIN L KING JR DR NW",1,"Day","Sun",8,"LARCENY-NON VEHICLE","Vine City","L",-84.41457,33.75504
171620749,"06/11/2017","06/10/2017","22:00:00","220 SEMEL CIR NW",1,"Morn","Sun",20,"AUTO THEFT","Brookwood","E",-84.39988,33.80197
171620757,"06/11/2017","06/10/2017","23:40:00","687 CASCADE AVE SW",2,"Morn","Sat",18,"AUTO THEFT","Westview","T",-84.43647,33.73682
171620774,"06/11/2017","06/10/2017","08:00:00","1906 CUMMINGS DR SW",1,"Day","Sat",20,"BURGLARY-RESIDENCE","Venetian Hills","S",-84.45025,33.71705
171620823,"06/11/2017","06/10/2017","08:15:00","450 CAPITOL AVE SE @CARTER HALL",1,"Eve","Sat",99,"BURGLARY-RESIDENCE","Summerhill","V",-84.38686,33.74229
171620872,"06/11/2017","06/11/2017","10:00:00","1690 MELROSE DR SW @SYLVAN HILLS BAPTIS",1,"Day","Sun",4,"LARCENY-NON VEHICLE","Sylvan Hills","X",-84.42093,33.70894
171620882,"06/11/2017","06/09/2017","12:00:00","2269 TIGER FLOWERS DR NW",1,"Unk","Unk",20,"BURGLARY-RESIDENCE","Dixie Hills","J",-84.46187,33.76121
171620912,"06/11/2017","06/11/2017","10:44:00","1024 SMITH ST SW",1,"Day","Sun",20,"AGG ASSAULT","Pittsburgh","V",-84.40058,33.72677
